iteration,id,x,y
28,20,0.00700004,-0.0015978
28,21,-3.09829e-05,0.000840214
28,22,-0.00658331,-0.0056488
28,23,-0.0101817,9.05905e-05
28,24,0.000478943,0.000229827
28,25,-0.00519975,-0.00150031
28,26,0.000740053,3.43855e-05
28,27,0.000767888,0.000103248
28,28,-0.00607863,0.000871269
28,29,-0.00765756,0.00124299
29,0,-0.00240592,-0.00506484
29,1,-0.000724113,-0.00197752
29,2,3.42938e-06,-4.76936e-05
29,3,-0.000196342,-0.000667611
29,4,-0.00122002,-0.00170034
29,5,6.76535e-05,-1.46424e-05
29,6,0.00027338,0.000273642
29,7,-0.000232947,0.000643932
29,8,-0.00182285,-0.00124121
29,9,-0.000690065,-0.00176716
29,10,0.000358195,9.3081e-05
29,11,0.000286286,0.000287536
29,12,0.00464571,-0.000111088
29,13,8.05683e-05,5.4367e-05
29,14,-6.7363e-05,-0.000423054
29,15,-0.000322566,0.00993989
29,16,-0.00119316,-0.00192881
29,17,0.000198586,-0.000131022
29,18,9.68507e-05,1.54609e-05
29,19,-0.000200081,0.000777943
29,20,-0.00443218,0.000252284
29,21,-5.37387e-06,0.000736636
29,22,0.000169483,2.70554e-06
29,23,-8.4168e-05,-5.45553e-05
29,24,-0.000305684,9.97856e-05
29,25,0.00282159,0.00079556
29,26,-0.000820172,-8.56987e-05
29,27,0.000292852,3.11268e-06
29,28,-0.00195436,-0.00768319
29,29,-0.00929102,0.00147019
30,0,0.00168127,0.0024874
30,1,-0.000284797,-0.000711005
30,2,-0.000392766,-7.81966e-05
30,3,-0.000701877,-0.00108468
30,4,0.000686934,0.000674184
30,5,-0.000270435,-0.000475773
30,6,0.000475779,0.000593785
30,7,-0.000116465,0.000306885
30,8,0.00189004,0.000628603
30,9,6.6758e-05,-0.000979455
30,10,-0.000116547,-8.72096e-05
30,11,-0.000278258,0.000588823
30,12,0.0131359,0.00094322
30,13,0.00013962,-0.000506313
30,14,-0.000538638,-0.00148028
30,15,-0.00056193,0.0134322
30,16,0.00133569,0.00193819
30,17,-2.98379e-05,-7.9049e-06
30,18,-7.98064e-05,3.93868e-05
30,19,-0.000231943,8.6201e-05
30,20,-0.00602645,0.000505567
30,21,0.000107617,-0.000868737
30,22,0.00352734,0.00282283
30,23,0.00497724,-0.000126137
30,24,-0.000670913,2.18432e-05
30,25,0.000132577,0.00037766
30,26,0.000396137,-9.39e-06
30,27,-9.27732e-05,-0.000131442
30,28,-0.00378605,0.00280768
30,29,-0.00583864,0.000937239
31,0,0.0013447,0.00156435
31,1,3.99959e-05,0.000212181
31,2,-4.19042e-05,-2.11001e-06
31,3,-0.000321126,-0.000743894
31,4,0.000891429,0.00114871
31,5,-0.000278448,-0.000467145
31,6,-0.000196618,-0.000250666
31,7,0.000124133,-0.000474213
31,8,-0.00128001,-0.00116499
31,9,0.000326627,0.000606686
31,10,-0.000244027,-7.68478e-05
31,11,-0.000295612,0.000269451
31,12,0.00698721,0.000521466
31,13,9.27605e-05,-0.000244426
31,14,3.6531e-05,8.81668e-06
31,15,-0.00052902,0.00931803
31,16,0.00010093,6.59679e-05
31,17,-0.00014405,5.36539e-05
31,18,-0.000152381,3.644e-05
31,19,-1.26059e-05,-0.000369218
31,20,0.00365369,-0.000887591
31,21,5.12164e-05,6.93243e-05
31,22,0.00122796,0.00106556
31,23,-0.00287651,4.31574e-05
31,24,1.90173e-05,1.92209e-05
31,25,-0.00130907,-6.18939e-05
31,26,0.000530301,3.04169e-05
31,27,-0.000215338,-6.08279e-05
31,28,-0.00234786,0.00628857
31,29,0.00276817,-0.000448775
32,0,0.000937573,0.000824439
32,1,0.000183948,0.000504122
32,2,0.000165943,4.72835e-05
32,3,0.000467782,0.000595144
32,4,5.08067e-05,-1.24908e-05
32,5,0.000312205,0.000383598
32,6,-0.000335707,-0.000426192
32,7,8.35798e-05,-0.00014276
32,8,-0.00112398,-0.000826246
32,9,4.65548e-05,0.000616737
32,10,-0.000135585,-2.94568e-05
32,11,1.98739e-05,-0.000148047
32,12,0.00204703,0.000133777
32,13,4.64173e-05,0.000133425
32,14,0.000316628,0.000757812
32,15,-0.000106268,-0.00273471
32,16,-0.000611474,-0.000975607
32,17,-1.83273e-05,-9.22647e-06
32,18,-2.37632e-05,2.17023e-05
32,19,0.000125888,-0.000125503
32,20,0.00354358,-0.000454881
32,21,-2.50722e-05,0.000463527
32,22,-0.00112517,-0.000937026
32,23,-6.33594e-05,-2.41245e-05
32,24,0.000363983,1.79098e-05
32,25,-0.000268254,0.000148381
32,26,-0.000265243,-1.61771e-05
32,27,0.000214189,-1.09516e-05
32,28,-0.000550591,0.00455032
32,29,0.00446199,-0.000697544
33,0,-0.000675674,-0.000774936
33,1,0.000241488,0.000616422
33,2,4.91123e-06,8.87811e-06
33,3,0.000730614,0.00104248
33,4,-0.000381341,-0.000592532
33,5,-4.51172e-05,-0.00010201
33,6,-0.000178936,-0.000226129
33,7,2.45942e-05,7.36882e-05
33,8,0.00036638,-8.24466e-05
33,9,-0.000132841,0.000242026
33,10,2.20217e-05,1.20757e-05
33,11,0.000122965,-0.000158194
33,12,-0.00207168,-0.000174217
33,13,1.52952e-05,0.000102205
33,14,-0.000377825,-0.000919141
33,15,0.000170237,-0.00674256
33,16,0.000216492,0.000127789
33,17,4.4534e-05,-4.06666e-05
33,18,4.55314e-05,-1.40332e-05
33,19,2.89671e-05,0.00013033
33,20,-0.00398906,0.000195535
33,21,-3.9876e-06,-4.25308e-05
33,22,-0.000592806,-0.00066882
33,23,0.0013549,-5.39002e-05
33,24,-0.00030758,-1.53036e-05
33,25,0.000551984,6.44404e-05
33,26,-0.000588109,-3.73655e-05
33,27,-0.000234874,-0.000119855
33,28,0.000850236,-0.000620748
33,29,9.52981e-05,-2.87242e-05
34,0,-0.000840563,-0.000835552
34,1,7.07595e-05,0.000176987
34,2,-7.56048e-05,-1.03246e-05
34,3,0.000484903,0.000589916
34,4,-0.00041446,-0.000630012
34,5,-1.47607e-05,-7.92588e-05
34,6,-2.47414e-05,-2.91922e-05
34,7,-1.84647e-05,0.000137243
34,8,0.000883778,0.000347001
34,9,-0.000194119,6.56899e-06
34,10,9.54393e-05,3.18355e-05
34,11,-9.01268e-05,2.03902e-05
34,12,0.000566819,5.19068e-05
34,13,5.46729e-05,2.41532e-05
34,14,-0.000505248,-0.00126148
34,15,-0.000221831,0.00470156
34,16,0.000262975,0.000392099
34,17,1.24569e-05,-2.45296e-06
34,18,-5.17541e-06,1.38776e-05
34,19,-4.48527e-05,0.000130213
34,20,-0.00184313,-0.000219902
34,21,1.14493e-05,-0.000267283
34,22,0.000588363,0.00032185
34,23,0.000192735,-2.66008e-05
34,24,-0.000113411,1.80212e-05
34,25,-1.23395e-05,-2.7906e-05
34,26,-0.000309264,-1.76263e-05
34,27,-0.000308306,-0.000168713
34,28,0.00135107,-0.00305763
34,29,-0.00210727,0.000313682
35,0,0.000365707,0.000390985
35,1,-9.94636e-05,-0.000259373
35,2,3.05214e-05,1.4986e-05
35,3,-0.000217256,-0.000568986
35,4,0.000817903,0.00111948
35,5,1.93853e-05,1.63375e-05
35,6,8.18103e-05,0.000107092
35,7,-9.24942e-06,8.43104e-07
35,8,-0.000636871,-0.000428698
35,9,-6.71269e-05,-0.000109331
35,10,8.39372e-05,2.89974e-05
35,11,-6.04207e-05,9.31777e-05
35,12,0.00104486,0.000100553
35,13,6.87686e-05,-1.65897e-05
35,14,-0.000241134,-0.000634692
35,15,-0.000261467,0.00554706
35,16,0.000140799,0.000240932
35,17,-4.37286e-06,1.78421e-05
35,18,-2.19825e-05,2.35969e-05
35,19,4.30663e-06,1.99282e-05
35,20,0.00145977,-0.000466093
35,21,6.62787e-06,-4.97192e-06
35,22,0.000944604,0.000686855
35,23,-0.000869663,3.80416e-05
35,24,8.83819e-05,2.78446e-05
35,25,-0.000285177,-5.41977e-05
35,26,0.00028213,2.82316e-05
35,27,0.000172175,5.98326e-05
35,28,0.000237214,0.000520625
35,29,3.40981e-05,-1.83544e-05
36,0,0.000874614,0.000900348
36,1,4.72683e-05,9.41842e-05
36,2,4.67652e-05,6.40823e-06
36,3,-0.00055507,-0.00111502
36,4,0.000904598,0.00124518
36,5,2.48231e-05,4.47007e-05
36,6,-7.15085e-05,-0.000110174
36,7,1.201e-05,-7.34556e-05
36,8,-0.000334596,-0.000178922
36,9,1.9009e-05,-0.000135247
36,10,3.34181e-05,1.41377e-05
36,11,-6.73069e-05,6.28589e-05
36,12,-0.000757513,-8.26901e-05
36,13,-1.83492e-05,3.30877e-05
36,14,0.000313618,0.000731247
36,15,0.000252591,-0.0113679
36,16,3.77709e-05,7.2647e-05
36,17,1.27396e-05,-9.46769e-06
36,18,1.65372e-05,-1.01118e-05
36,19,3.21215e-05,-6.99182e-05
36,20,0.000601528,-0.000475401
36,21,4.21713e-06,0.000126184
36,22,-0.000121789,-5.50169e-05
36,23,-0.000819878,3.18246e-05
36,24,-5.23222e-07,-2.18504e-05
36,25,-0.000201589,-4.13162e-05
36,26,-0.000611125,-6.05927e-05
36,27,0.000112642,3.22481e-05
36,28,-0.000355713,0.0022277
36,29,0.00110255,-0.000183288
37,0,-0.000318063,-0.000322845
37,1,0.000118778,0.000266434
37,2,-2.80994e-05,-5.5606e-06
37,3,-3.50345e-05,-0.000117047
37,4,0.000633172,0.000844561
37,5,1.91421e-05,2.6861e-05
37,6,-2.19434e-05,-4.47283e-05
37,7,-3.46895e-06,-5.11736e-06
37,8,0.000731889,8.45327e-05
37,9,4.53122e-06,-1.94742e-05
37,10,-3.81301e-05,-1.74033e-05
37,11,3.50407e-05,-4.93573e-05
37,12,0.000743665,6.99275e-05
37,13,-4.33401e-05,2.96329e-05
37,14,0.000314571,0.00074869
37,15,0.000210113,-0.0125394
37,16,-3.4899e-05,-6.42232e-05
37,17,1.35124e-05,-1.69853e-05
37,18,2.57754e-05,-2.05704e-05
37,19,1.90255e-05,-3.56172e-05
37,20,-0.00112404,0.000107685
37,21,7.24929e-06,-3.87801e-05
37,22,-0.000606703,-0.000407137
37,23,0.000998123,-8.05977e-05
37,24,-4.23618e-05,-4.05282e-05
37,25,-3.5515e-06,-1.42364e-05
37,26,0.000344266,4.07257e-05
37,27,-2.1169e-05,-1.80726e-05
37,28,0.000200821,0.000425927
37,29,-0.000117195,1.76277e-05
38,0,-0.000584307,-0.000601059
38,1,-9.1096e-05,-0.000211777
38,2,-2.21095e-05,-7.5989e-06
38,3,0.000235169,0.000418057
38,4,4.57156e-05,-1.94506e-05
38,5,1.49152e-05,7.47696e-06
38,6,-5.61409e-07,7.29168e-06
38,7,-1.12084e-05,2.90518e-05
38,8,0.000441983,6.95228e-05
38,9,-9.53976e-06,5.06727e-05
38,10,2.94017e-05,1.4021e-05
38,11,3.74824e-05,-4.94819e-05
38,12,0.00124657,0.000121183
38,13,-1.66937e-05,1.26389e-05
38,14,-8.82063e-05,-0.000225772
38,15,-0.000227856,0.00787127
38,16,-6.209e-05,-0.000115462
38,17,5.288e-08,3.53961e-06
38,18,7.46079e-06,-9.20283e-06
38,19,-2.60071e-05,7.1873e-05
38,20,-0.00104329,5.58227e-05
38,21,5.20458e-06,-7.57059e-05
38,22,-0.000261912,-0.000181477
38,23,-0.000108939,-1.32041e-05
38,24,-5.46249e-05,-4.42591e-05
38,25,9.55839e-05,1.21949e-05
38,26,-0.000164593,-1.92839e-05
38,27,-8.79971e-05,-4.31764e-05
38,28,0.00039206,-0.000658582
38,29,-0.000603482,9.04036e-05
39,0,0.000188091,0.000200558
39,1,-0.000121353,-0.000279984
39,2,4.27278e-05,2.595e-05
39,3,-0.000286588,-0.000541058
39,4,-0.000281822,-0.000434434
39,5,-2.78775e-07,-5.68035e-06
39,6,1.0461e-05,3.12775e-05
39,7,1.01801e-05,-3.02128e-05
39,8,-0.000173076,-0.000180577
39,9,6.00202e-06,-2.58824e-05
39,10,3.32664e-05,1.97108e-05
39,11,2.52437e-05,-3.46665e-05
39,12,-0.00012162,-9.46643e-06
39,13,8.79131e-06,-2.46624e-06
39,14,-4.91772e-05,-0.000210201
39,15,-2.32347e-05,-0.00374957
39,16,1.6344e-05,3.49754e-05
39,17,-6.67686e-06,1.38021e-05
39,18,-1.16669e-05,1.36311e-05
39,19,-5.61062e-06,5.07635e-05
39,20,0.000412246,-0.000315487
39,21,4.57945e-06,-1.35911e-05
39,22,0.000255541,0.000212659
39,23,-0.000537211,3.73304e-05
39,24,6.21602e-05,2.54975e-05
39,25,-3.26785e-05,-7.02888e-06
39,26,-0.000305093,-3.34955e-05
39,27,2.45032e-05,9.59524e-06
39,28,-0.000105135,-0.000102562
39,29,0.00100622,-0.000165317
40,0,0.000363549,0.000380561
40,1,0.000190815,0.000425777
40,2,-2.38284e-05,-6.44024e-06
40,3,-0.000120114,-0.000256088
40,4,0.000181388,0.000212829
40,5,-7.7571e-06,-8.96059e-06
40,6,1.29491e-05,3.56187e-05
40,7,-1.09617e-06,2.38228e-06
40,8,-0.000364023,-0.000181645
40,9,7.86889e-06,-3.58579e-05
40,10,2.70443e-06,3.50122e-06
40,11,1.66049e-05,-2.34376e-05
40,12,-0.00064816,-5.79497e-05
40,13,1.02533e-05,-2.26582e-06
40,14,0.000119751,0.000255677
40,15,-1.56472e-05,-0.00640313
40,16,3.88229e-05,7.78961e-05
40,17,9.84252e-06,-1.1389e-05
40,18,6.80837e-06,-5.15973e-06
40,19,1.57911e-05,-1.60775e-05
40,20,0.000482032,-3.75523e-05
40,21,5.7628e-06,2.95206e-05
40,22,0.000407058,0.000330291
40,23,-0.00016655,2.25903e-05
40,24,7.13011e-08,-2.23566e-06
40,25,-6.4061e-05,-9.96843e-06
40,26,-0.00024961,-2.56522e-05
40,27,4.96289e-05,2.82725e-05
40,28,-0.000326158,0.000203262
40,29,-0.000633397,9.98434e-05
41,0,-5.35138e-05,-5.56591e-05
41,1,0.000267488,0.000596704
41,2,-3.79699e-05,-1.5462e-05
41,3,0.000131978,0.000238393
41,4,0.000100703,8.10025e-05
41,5,2.59217e-06,-2.21812e-07
41,6,1.4138e-06,9.58034e-06
41,7,-5.53928e-06,1.39528e-05
41,8,-0.000397938,-0.000175256
41,9,-1.09961e-06,2.89049e-06
41,10,-1.457e-05,-8.94668e-06
41,11,-8.94895e-06,9.40694e-06
41,12,0.000474562,4.05432e-05
41,13,-3.54646e-06,-2.33905e-06
41,14,5.74745e-06,-3.97949e-05
41,15,-0.000100883,0.00376378
41,16,1.42854e-05,3.05927e-05
41,17,2.69443e-06,-2.41741e-06
41,18,6.92782e-06,-1.05976e-05
41,19,2.27727e-05,-4.2093e-05
41,20,-0.000224601,-0.000162114
41,21,7.5301e-06,2.74635e-06
41,22,-0.000502167,-0.00037646
41,23,0.000306567,-5.99152e-05
41,24,-3.09731e-05,-1.61022e-05
41,25,2.56383e-05,-6.08682e-06
41,26,9.00562e-05,6.22592e-06
41,27,2.02307e-05,9.12365e-06
41,28,-0.000155683,6.19877e-05
41,29,-0.000877807,0.000137549
42,0,-0.000188131,-0.000200078
42,1,-2.33382e-05,-5.80032e-05
42,2,1.93589e-05,1.6121e-05
42,3,-1.04146e-05,-7.03765e-05
42,4,-0.00016458,-0.000248395
42,5,6.27331e-06,2.95447e-06
42,6,-6.21743e-06,-9.67493e-06
42,7,-5.03882e-06,1.26313e-05
42,8,-0.000312847,-0.000151248
42,9,-5.47064e-06,2.1769e-05
42,10,-1.66433e-05,-1.13523e-05
42,11,-1.28209e-05,1.43354e-05
42,12,9.19659e-05,9.21638e-06
42,13,-8.94554e-06,-2.33277e-06
42,14,-2.56891e-05,-0.000141721
42,15,-0.000113342,0.000287053
42,16,-1.82519e-05,-3.98704e-05
42,17,-8.19055e-06,1.02458e-05
42,18,-9.69402e-07,4.22505e-06
42,19,-1.1382e-05,2.07776e-05
42,20,-0.000391024,-9.14008e-05
42,21,6.37154e-06,-1.20048e-05
42,22,5.3173e-05,6.94242e-05
42,23,-9.18734e-06,-6.87949e-06
42,24,3.40312e-05,1.29332e-05
42,25,3.34651e-05,7.48979e-07
42,26,0.000152432,1.20604e-05
42,27,-2.13907e-05,-1.56208e-05
42,28,6.03987e-05,-8.58054e-05
42,29,0.00011799,-2.42963e-05
43,0,0.00012231,0.00012744
43,1,-0.000147664,-0.000335121
43,2,6.298e-06,5.70161e-07
43,3,-6.83249e-05,-0.000138423
43,4,7.26896e-05,6.86103e-05
43,5,1.15861e-06,-1.3886e-06
43,6,-6.26439e-06,-9.57868e-06
43,7,-7.59245e-07,1.11369e-06
43,8,0.000211077,-2.68359e-05
43,9,-1.65532e-06,5.22678e-06
43,10,3.6e-06,2.83958e-06
43,11,1.3403e-06,-3.8517e-06
43,12,-0.000116326,-8.56484e-06
43,13,-6.1232e-06,-2.3243e-06
43,14,4.7202e-05,0.000105853
43,15,-7.67984e-05,-0.00156042
43,16,1.46314e-05,2.93077e-05
43,17,2.98937e-06,-1.18962e-06
43,18,-4.26441e-06,7.57881e-06
43,19,-2.02238e-05,5.11216e-05
43,20,-0.000360143,-6.35668e-05
43,21,1.15671e-06,-4.51691e-06
43,22,0.000268572,0.000208333
43,23,-0.000166906,1.97179e-05
43,24,1.03212e-06,-1.80649e-06
43,25,8.90363e-07,-1.01031e-05
43,26,0.000143881,1.12492e-05
43,27,3.30085e-05,1.76358e-05
43,28,0.000144747,-0.000126881
43,29,0.000443303,-7.36386e-05
44,0,-0.000130386,-0.000131402
44,1,-3.66592e-05,-7.94852e-05
44,2,-7.05768e-07,-7.16883e-06
44,3,6.10971e-06,3.22625e-05
44,4,0.000123009,0.000120352
44,5,-3.32376e-06,-1.04849e-06
44,6,5.47408e-07,8.58437e-06
44,7,1.38054e-06,-4.64514e-06
44,8,0.000179116,7.415e-05
44,9,1.53352e-06,-8.67821e-06
44,10,1.01032e-05,9.671e-06
44,11,5.97492e-06,-7.16054e-06
44,12,-7.25435e-06,6.87173e-07
44,13,5.10282e-06,2.09054e-06
44,14,1.84878e-05,3.50919e-05
44,15,-4.97493e-05,0.000812849
44,16,8.15915e-06,2.1921e-05
44,17,8.25774e-06,-6.70971e-06
44,18,-4.68661e-06,7.14788e-06
44,19,2.60203e-05,-1.71004e-05
44,20,0.0002837,-5.60362e-05
44,21,-2.0391e-06,9.56218e-07
44,22,0.000164527,0.000121803
44,23,3.26034e-05,-1.10327e-05
44,24,-1.74241e-05,-5.98673e-06
44,25,-1.55892e-05,-1.42224e-05
44,26,8.81038e-05,7.00168e-06
44,27,8.89927e-06,6.26296e-06
44,28,3.69604e-06,-6.20724e-06
44,29,-0.000312847,4.51766e-05
45,0,-0.000142119,-0.00014539
45,1,2.58002e-05,5.97112e-05
45,2,-6.63685e-07,-1.8717e-06
45,3,3.94343e-05,9.9953e-05
45,4,6.88472e-05,9.26983e-06
45,5,1.36307e-06,-4.65271e-07
45,6,2.25719e-06,1.52577e-05
45,7,5.07191e-07,-2.29468e-06
45,8,4.68338e-05,7.74199e-05
45,9,-7.80906e-07,1.22798e-06
45,10,1.12247e-05,1.13272e-05
45,11,-2.9587e-07,-1.21033e-06
45,12,5.38871e-05,5.74695e-06
45,13,-7.3184e-06,-3.06877e-06
45,14,-3.21555e-06,-3.8069e-05
45,15,-3.20871e-05,0.000771135
45,16,-6.1147e-06,-7.52425e-06
45,17,2.55137e-06,-1.24179e-06
45,18,9.33939e-07,-1.004e-06
45,19,-4.63613e-06,4.98473e-06
45,20,-0.000203048,-0.000139586
45,21,-2.17281e-06,3.87293e-06
45,22,-0.000121728,-7.01761e-05
45,23,2.85878e-05,-3.52509e-06
45,24,-1.98941e-05,-5.35935e-06
45,25,-2.45607e-06,-7.65102e-06
45,26,-8.91664e-06,2.97294e-07
45,27,-1.00176e-05,-3.08196e-06
45,28,-6.98025e-05,5.90153e-05
45,29,-0.000419369,6.43035e-05
46,0,0.000103477,0.000102754
46,1,1.15851e-05,2.24397e-05
46,2,-1.62999e-07,1.63931e-06
46,3,1.52088e-05,3.08477e-05
46,4,-4.56252e-05,-8.3256e-05
46,5,2.64278e-06,-6.51388e-07
46,6,2.49284e-07,1.64021e-06
46,7,-1.02909e-06,8.4972e-07
46,8,-2.5526e-05,6.86799e-05
46,9,-1.74445e-06,5.2075e-06
46,10,3.18119e-06,3.49848e-06
46,11,-3.43126e-06,1.76477e-06
46,12,-6.19759e-05,-7.27894e-06
46,13,-2.95041e-06,-2.87296e-06
46,14,8.72992e-06,-4.03072e-05
46,15,-6.24187e-05,2.99926e-05
46,16,-7.78488e-06,-1.6315e-05
46,17,-8.59878e-07,1.49834e-06
46,18,3.34214e-06,-5.14739e-06
46,19,-1.91614e-05,1.48812e-05
46,20,-0.000358343,-0.000121247
46,21,5.43366e-07,-4.31648e-06
46,22,0.000113629,0.000104856
46,23,-1.24317e-05,-2.02695e-06
46,24,8.54021e-06,1.44659e-07
46,25,4.61195e-06,-2.87014e-06
46,26,-4.59696e-05,-5.05857e-06
46,27,-1.71918e-05,-7.31467e-06
46,28,6.64944e-05,-6.0188e-05
46,29,-0.000269309,3.98079e-05
47,0,-8.78629e-05,-8.95048e-05
47,1,-7.57433e-06,-2.01862e-05
47,2,-5.10707e-08,4.26268e-07
47,3,-2.42956e-05,-3.58567e-05
47,4,6.19888e-05,2.99112e-05
47,5,-1.66937e-06,-1.15316e-06
47,6,-1.06406e-06,-6.7863e-06
47,7,-9.13279e-07,-6.16297e-08
47,8,-5.13159e-05,3.55285e-05
47,9,1.23434e-06,-7.71395e-06
47,10,-3.21263e-06,-3.24044e-06
47,11,-8.4723e-07,-6.87161e-07
47,12,-1.83554e-05,-2.69202e-06
47,13,-3.73274e-07,-2.52881e-06
47,14,4.06854e-05,9.87481e-06
47,15,-2.22886e-05,-0.000368353
47,16,2.03821e-06,6.05247e-06
47,17,-1.84128e-06,-6.09706e-07
47,18,2.32629e-06,-3.66635e-06
47,19,-2.57767e-06,1.58459e-06
47,20,-7.33857e-05,-6.04696e-05
47,21,5.48928e-07,-4.52596e-06
47,22,1.03123e-05,1.05877e-05
47,23,-1.516e-05,-2.68006e-06
47,24,1.6827e-05,1.79389e-06
47,25,4.02413e-06,9.14284e-07
47,26,3.91672e-05,3.37887e-06
47,27,8.13873e-06,1.8527e-06
47,28,3.34665e-05,-3.21711e-05
47,29,2.05261e-05,-6.89732e-06
48,0,-0.000116114,-0.000117271
48,1,-5.99387e-06,-1.09222e-05
48,2,4.8936e-09,-1.80253e-07
48,3,1.92752e-05,5.42227e-05
48,4,6.91905e-05,4.16e-05
48,5,-3.33837e-06,-1.24497e-06
48,6,2.47627e-07,1.91538e-06
48,7,-1.32062e-07,-1.08005e-07
48,8,5.48119e-06,-2.8767e-05
48,9,7.72033e-07,-4.36342e-06
48,10,-3.16524e-06,-2.88652e-06
48,11,1.55232e-06,-3.64241e-07
48,12,1.29271e-05,1.695e-06
48,13,1.39636e-06,2.05534e-06
48,14,5.24037e-05,3.39083e-05
48,15,2.54805e-07,0.000143779
48,16,5.57706e-06,1.35397e-05
48,17,4.3592e-07,1.83505e-06
48,18,-2.0728e-06,4.06173e-06
48,19,6.05515e-06,-5.22004e-06
48,20,0.000108136,2.34039e-06
48,21,-6.79288e-07,2.75062e-06
48,22,-5.19372e-05,-4.69313e-05
48,23,4.85719e-06,-2.06071e-06
48,24,-1.49401e-05,-2.33671e-06
48,25,-1.18698e-06,2.21765e-06
48,26,1.43258e-05,2.64121e-06
48,27,1.63581e-05,5.66203e-06
48,28,-2.40818e-05,2.09364e-05
48,29,0.000144729,-2.28772e-05
49,0,6.84241e-05,6.78851e-05
49,1,-4.55686e-06,-5.09695e-06
49,2,-3.37903e-08,-4.48345e-07
49,3,7.49827e-07,1.02928e-06
49,4,-5.73686e-05,-0.0001006
49,5,-3.65615e-06,-1.14882e-06
49,6,8.20076e-07,5.70628e-06
49,7,2.58547e-07,-1.31193e-07
49,8,3.09297e-05,-4.58529e-05
49,9,-1.58289e-06,5.58349e-06
49,10,3.16723e-07,4.58356e-07
49,11,1.03257e-06,-1.69223e-07
49,12,-1.20692e-05,2.14387e-07
49,13,2.03479e-07,1.40662e-06
49,14,3.70738e-05,1.86783e-05
49,15,-4.29189e-05,0.000239921
49,16,2.07812e-06,5.94691e-06
49,17,8.12794e-07,2.65078e-06
49,18,-2.40945e-06,4.77087e-06
49,19,6.45793e-06,-5.3979e-06
49,20,-6.18943e-05,-5.3899e-05
49,21,-2.06382e-06,4.30057e-06
49,22,-3.47804e-05,-3.16812e-05
49,23,1.46717e-05,-1.67507e-06
49,24,3.71124e-06,-1.26996e-06
49,25,-2.28318e-06,-4.58164e-07
49,26,-3.06866e-05,-2.29937e-06
49,27,1.03925e-05,3.5938e-06
49,28,-2.54787e-05,2.09054e-05
49,29,0.000129205,-1.94857e-05
50,0,6.12578e-05,6.1327e-05
50,1,2.76246e-06,5.25806e-06
50,2,-1.33836e-07,1.87054e-07
50,3,-8.80078e-06,-2.59387e-05
50,4,2.30912e-05,-5.10226e-05
50,5,5.07392e-06,7.89338e-07
50,6,8.84316e-07,6.12438e-06
50,7,2.52241e-07,-1.30818e-07
50,8,2.15794e-05,-3.58402e-05
50,9,-1.90791e-06,6.5547e-06
50,10,1.51558e-06,1.44665e-06
50,11,1.01522e-07,-3.64342e-08
50,12,-1.2862e-05,-4.18161e-07
50,13,-4.35756e-07,8.89089e-07
50,14,-1.48989e-05,-1.86717e-05
50,15,-3.22244e-05,-4.15912e-05
50,16,-2.38776e-06,-5.29124e-06
50,17,-1.06986e-06,5.86837e-07
50,18,3.29394e-06,-6.02431e-06
50,19,-6.36437e-06,4.74507e-06
50,20,-0.000131931,-6.89733e-05
50,21,-1.50984e-08,-3.02278e-06
50,22,9.37135e-06,8.77223e-06
50,23,1.76521e-07,-2.25093e-08
50,24,7.40967e-06,-6.67507e-09
50,25,-1.72451e-06,-1.61591e-06
50,26,-3.74511e-05,-2.94777e-06
50,27,-9.49294e-06,-4.41997e-06
50,28,8.93992e-06,-1.03748e-05
50,29,-4.1994e-05,1.15552e-06
51,0,4.12902e-06,3.92157e-06
51,1,3.77205e-06,5.16271e-06
51,2,-5.62467e-08,3.3787e-07
51,3,1.15661e-05,3.25075e-05
51,4,7.84138e-05,6.24283e-05
51,5,1.36594e-06,5.19644e-08
51,6,-6.41662e-07,-5.3866e-06
51,7,-3.88542e-07,2.7362e-08
51,8,1.3075e-05,-2.84989e-05
51,9,8.50608e-07,-4.07376e-06
51,10,-1.43491e-07,-1.62624e-07
51,11,-3.64001e-07,2.99601e-08
51,12,4.5981e-06,5.43138e-07
51,13,-7.36628e-07,5.98033e-07
51,14,-4.04702e-05,-3.68312e-05
51,15,-1.75204e-05,-0.000170319
51,16,-2.11194e-06,-5.61439e-06
51,17,-1.20684e-06,-8.73115e-07
51,18,-1.31922e-06,3.43204e-06
51,19,-1.97621e-06,1.68257e-06
51,20,4.29887e-06,2.03735e-07
51,21,-1.25191e-06,-1.76615e-06
51,22,2.46492e-05,2.25391e-05
51,23,-7.1327e-06,7.92323e-07
51,24,-2.83765e-06,-7.69023e-07
51,25,-1.13811e-06,-1.5218e-06
51,26,-2.64628e-05,-1.89462e-06
51,27,-2.27697e-06,-1.29944e-06
51,28,1.59738e-05,-1.65126e-05
51,29,-5.13213e-06,1.16479e-06
52,0,-2.89763e-05,-2.92438e-05
52,1,7.17905e-07,1.97059e-07
52,2,2.36914e-07,-4.27219e-07
52,3,1.37535e-05,3.89286e-05
52,4,2.60411e-05,-8.4644e-06
52,5,-7.83736e-07,-3.37394e-07
52,6,-1.2855e-06,-1.0267e-05
52,7,-2.94897e-07,1.37036e-08
52,8,-3.33944e-06,-1.26984e-05
52,9,-2.52558e-07,-1.13234e-06
52,10,-9.20174e-07,-9.40037e-07
52,11,-3.43201e-07,2.69936e-08
